text;id;referierte_Figur
Und da kamen sie denn also wieder. Das heißt, Lilli kam wieder. Und sie war auch schon vorher mit dem Vetter so gut wie verlobt gewesen.;395550;Lillis Vetter
Und da kamen sie denn also wieder. Das heißt, Lilli kam wieder. Und sie war auch schon vorher mit dem Vetter so gut wie verlobt gewesen.;395550;die schöne Lilli
Komme ja jeden dritten Tag hin und seh den Alten in seinem Laden und höre, was er da redt und redt. Und der Junge redt auch und redt immer ›von 's Prinzip‹. Das Prinzip is ihm aber egal. Er will bloß mogeln und den Alten an die Wand drücken. Und das ist das, was ich das Zweideutige nenne.;537122;Baruch
Krippenstapel?;557890;Krippenstapel
"nd dabei selber richtige Menschen; aber in dies Alexandertum, das so beinah das ganze Jahrhundert ausfüllt, da schiebt sich doch noch einer ein, ein Nicht-Alexander, und ohne Ihnen zu nahe treten zu wollen,
der
war doch der Häupter. Und das war unser Nikolaus. ";80408;Nikolaus I.
"Wrschowitz war an demselben Abend auch da; beide treffen sich jetzt öfter und vertragen sich besser, als ich bei Beginn der Bekanntschaft dachte.";473805;Wrschowitz
Da war also drüben in Köpernitz diese La Roche-Aymon, und weil sie noch die Prinz-Heinrich-Tage gesehen und während derselben eine Rolle gespielt hatte, so zählte sie zu den besonderen Lieblingen Friedrich Wilhelms IV.;76509;Gräfin La Roche-Aymon
Unter diesen Ultras ist natürlich auch Gundermann auf Siebenmühlen, der Ihnen vielleicht bekannt geworden ist...;350316;Herr Gundermann
Ja, die hab ich vergessen. Es fällt vor meine Zeit.;300923;Jenny Lind
Darf ich bitten, mich meinem Gönner, Ihrem Herrn Vater, dem Grafen, angelegentlichst empfehlen zu wollen.;483977;Graf Barby
"Und dann haben wir natürlich noch unsern Pastor; nu der ginge, bloß daß er immer so still da sitzt, wie wenn er auf den Heiligen Geist wartet. Und mitunter kommt er; aber noch öfter kommt er nicht. Und solche Herrschaften, die dran gewöhnt sind, daß einer in einem fort was Feines sagt, ja, was sollen die mit unserm Lorenzen? Er ist ein Schweiger.";505269;Lorenzen
Ich erinnere mich unter anderm eines gerade damals geführten Prozesses, über den ich, als ich im Haag lebte, meiner Kaiserlichen Hoheit täglich Bericht erstatten mußte (High-life-Prozesse gingen ihr über alles), und der Gegenstand, um den sich's dabei handelte, war so recht der Ausdruck eines verfeinerten oder meinetwegen auch überfeinerten Kulturlebens.;518219;Großfürstin Wera vom Haag
 Und das möcht ich nich, um meinetwegen nich und um Woldemars wegen nich...;755226;Woldemar
"Nicht
ich
werde ihn führen. Dafür ist gesorgt. Die Zeit wird sprechen und neben der Zeit das neue Haus, die blasse junge Frau und vielleicht auch die schöne Melusine.";752245;Armgard
"Nicht
ich
werde ihn führen. Dafür ist gesorgt. Die Zeit wird sprechen und neben der Zeit das neue Haus, die blasse junge Frau und vielleicht auch die schöne Melusine.";752245;Melusine
Es mögen nun wohl schon zwanzig Jahre sein, da las er eines Tages in der Zeitung von einem Engländer, der historische Türen sammle und neuerdings sogar für eine enorme Summe, ich glaube, es waren tausend Pfund, die Gefängnistür erstanden habe, durch die Ludwig XVI. und dann später Danton und Robespierre zur Guillotinierung abgeführt worden seien.;557089;Danton
Es mögen nun wohl schon zwanzig Jahre sein, da las er eines Tages in der Zeitung von einem Engländer, der historische Türen sammle und neuerdings sogar für eine enorme Summe, ich glaube, es waren tausend Pfund, die Gefängnistür erstanden habe, durch die Ludwig XVI. und dann später Danton und Robespierre zur Guillotinierung abgeführt worden seien.;557089;Ludwig XVI.
Es mögen nun wohl schon zwanzig Jahre sein, da las er eines Tages in der Zeitung von einem Engländer, der historische Türen sammle und neuerdings sogar für eine enorme Summe, ich glaube, es waren tausend Pfund, die Gefängnistür erstanden habe, durch die Ludwig XVI. und dann später Danton und Robespierre zur Guillotinierung abgeführt worden seien.;557089;Robespierre
Wenn Besuch da wäre, nehmen wir beispielsweise Wrschowitz, und ich ließe mich hinreißen, von der Prinzessin von Wales und in natürlicher Konsequenz von ihren zwei Schwestern Dagmar und Thyra zu sprechen, so hätt ich vielleicht wegen Dänenfreundlichkeit heut abend noch ein Duell auszufechten. Was mir doch unbequem wäre. Besser ist besser.;432678;Wrschowitz
Baruch ist freilich hiergewesen und dann Koseleger und dann die Prinzessin;690104;Baruch
Baruch ist freilich hiergewesen und dann Koseleger und dann die Prinzessin;690104;E. Katzler
Baruch ist freilich hiergewesen und dann Koseleger und dann die Prinzessin;690104;Koseleger
Es handelt sich nicht um ihn, sondern um seine junge Frau.;139083;E. Katzler
"Er hat alles immer bei sich; lauter englische. Von Solingen oder Suhl will er nichts wissen.";34512;Rex
Ja, warum soll sie nicht? Du schlachtest Gänse. Warum soll Melusine nicht rauchen?;576214;Melusine
Das is gewiß der Czako. Sonderbar, die von Alexander reden alle gern. Aber ich bin sehr dafür;33609;Czako
Und sosehr ich im ganzen gegen die Doktorhascherei bin, so liegt es hier doch so, daß ich dem armen Wrschowitz seinen Musikdoktor gönnen oder doch mindestens verzeihen muß. Er hat den Titel auch noch nicht lange.;249506;Wrschowitz
daß gerade Lorenzen gegen ihn ist.;135213;Lorenzen
Na, natürlich. Kriegt man doch mal wieder 'nen vernünftigen Menschen zu sehn. Was er nur bringen mag? Vielleicht Verhaftung irgendwo: Demokratennest ausgenommen.;736886;Uncke
"Das is ja der hübsche Junge, den ich vorhin auf dem Hof gesehen habe mit seinem Hoop; – nice boy.";296713;Rudolf
Und dann, gnäd'ger Herr, sie is ja doch 'ne Domina und hat 'nen Rang. Und ich hab auch mal gelesen, sie sei eigentlich mehr als ein Major.;504207;Adelheid
Auch das nicht so recht, Papa. Sagen wir einfach, zurückgeblieben, vorweltlich.;582597;Adelheid
"Seitens des Adels werde fleißig dazu beigesteuert; nur Molchow habe sich geweigert: »so was schaffe bloß Konfusion«";784274;v. Molchow
Da müssen sie also die Nacht über schon in Cremmen gewesen sein. Auch kein Spaß.;18549;Czako
Da müssen sie also die Nacht über schon in Cremmen gewesen sein. Auch kein Spaß.;18549;Rex
Da müssen sie also die Nacht über schon in Cremmen gewesen sein. Auch kein Spaß.;18549;Woldemar
Woldemar erzählte mir – Pardon für meine Indiskretion – von Ihrer Schwärmerei für die Lind. Und da horchten wir denn auf und beneideten Sie fast.;544636;Jenny Lind
Woldemar erzählte mir – Pardon für meine Indiskretion – von Ihrer Schwärmerei für die Lind. Und da horchten wir denn auf und beneideten Sie fast.;544636;Woldemar
das is unsrem Freund Hartwig seiner.;296831;Rudolf
und mit Lizzi is es jetzt wieder ebenso. Die hat es auch gut un is, wie wenn sie mit dazu gehörte. ;291507;Lizzi
und Krippenstapel hilft nicht mehr;738025;Krippenstapel
"Name, wie Sie wissen, ist Schall und Rauch, siehe Goethe, und Sie werden sich doch nicht in Widerspruch mit
dem
bringen wollen. Dazu reicht es denn doch am Ende nicht aus.";169230;Goethe
Auch innerlich. Natürlich 'ne andre Nummer, aber doch derselbe Zwirn;416098;Dubslav
Und wenn Sie vielleicht an Politik gedacht haben, auch da ist wenig Unterschied. Der alte Graf ist lange nicht so liberal und der alte Dubslav lange nicht so junkerlich, wie's aussieht. Dieser Barby, dessen Familie, glaub ich, vordem zu den Reichsunmittelbaren gehörte, dem steckt noch so was von ›Gottesgnadenschaft‹ in den Knochen, und das gibt dann die bekannte Sorte von Vornehmheit, die sich den Liberalismus glaubt gönnen zu können. Und der alte Dubslav, nun, der hat dafür das im Leibe, was die richtigen Junker alle haben: ein Stück Sozialdemokratie. Wenn sie gereizt werden, bekennen sie sich selber dazu.;416218;Dubslav
Auch innerlich. Natürlich 'ne andre Nummer, aber doch derselbe Zwirn;416098;Graf Barby
Und wenn Sie vielleicht an Politik gedacht haben, auch da ist wenig Unterschied. Der alte Graf ist lange nicht so liberal und der alte Dubslav lange nicht so junkerlich, wie's aussieht. Dieser Barby, dessen Familie, glaub ich, vordem zu den Reichsunmittelbaren gehörte, dem steckt noch so was von ›Gottesgnadenschaft‹ in den Knochen, und das gibt dann die bekannte Sorte von Vornehmheit, die sich den Liberalismus glaubt gönnen zu können. Und der alte Dubslav, nun, der hat dafür das im Leibe, was die richtigen Junker alle haben: ein Stück Sozialdemokratie. Wenn sie gereizt werden, bekennen sie sich selber dazu.;416218;Graf Barby
Er unternahm vielmehr einen heiligen Krieg, gegen den Nachbarfürsten, schlug ihn und führte die Prinzessin im Triumphe wieder zurück. Und alles Volk war wie von Sieg und Glück berauscht. Aber die Prinzessin selbst war schwermütig.;399808;Prinzessin von Siam
"Ja, Superintendent is er. Und er kommt auch noch höher. Und wenn es nach der Prinzessin geht, wird er Papst. Und dann wollen wir uns Ablaß bei ihm holen; aber viel geb ich nicht.";735498;E. Katzler
"Ja, Superintendent is er. Und er kommt auch noch höher. Und wenn es nach der Prinzessin geht, wird er Papst. Und dann wollen wir uns Ablaß bei ihm holen; aber viel geb ich nicht.";735498;Koseleger
und die Teschendorf, die mal Gouvernante bei den Esterhazys war und auch noch den Fürsten Schwarzenberg, dessen Frau in Paris verbrannte, gekannt hat, ja, die hätt ich natürlich solchem feinen Herrn wie dem Herrn von Rex gerne vorgesetzt, aber es ist ein Unglück, die arme Person, die Teschendorf, ist so zittrig und kann den Löffel nicht recht mehr halten.;188572;Teschendorf
Siebzehn. Eine Nichte meiner guten Frau Kulicke.;344996;Kulicke
Nun ja, Cromwell und die Puritaner. Aber ›long, long ago‹;141423;Cromwell
Aber sagen Sie mir, Lorenzen, wer war das entzückende Geschöpf? Wie ein Bild von Knaus. Halb Prinzeß, halb Rotkäppchen. Wie alt ist sie denn?;344852;Elfriede
Und wenn ich mir dann unsern armen Woldemar daneben denke! Der is ja solcher Eva gegenüber von Anfang an verloren. Eh er noch weiß, was los ist, ist er schon umstrickt, trotzdem er doch bloß ihr Schwager ist. Oder vielleicht auch grade deshalb.;578853;Woldemar
Da war, noch unter Friedrich Wilhelm III., der alte General von der Marwitz auf Friedersdorf,;359838;Friedrich Wilhelm III.
O nein, nein;613066;Melbye
"Nicht serr gutt, nicht bedeutend, auch nicht einmal
beinah
bedeutend.";613150;Melbye
Und so hat die Prinz-Heinrich-Zeit beklagenswerterweise die Kronprinzenzeit ganz erdrückt. Aber beklagenswert doch nicht in allem. Denn Prinz Heinrich war auch bedeutend und vor allem sehr kritisch. Was doch immer ein Vorzug ist.;259441;Prinz Heinrich von Preußen
Kortschädel war in den großen Fragen unerbittlich;67429;Kortschädel
"Hartwig als dritter wird schon kommen; Portiers können immer. ";274812;Hartwig
Und wenn man, wie Woldemar, Kavallerist ist, kann man ja doch auch die acht Meilen von Berlin bis Stechlin in einer Pace machen;18727;Woldemar
worüber selbst dein Vater klagt.;195458;Dubslav
"Diese gute Schmargendorf! Ich will ihr ja gerne folgen; aber was ihren Traum angeht, da kann ich beim besten Willen nicht mit. Es wird ihr ein Amtmann erschienen sein oder ein Pastor. Dreißig Jahre früher wär es ein Student gewesen.";191338;Schmargendorf
"Da sitzt es mir hier und steigt und drückt und quält mich und ängstigt mich, und wenn die Angst groß ist, dann nehm ich die grünen Tropfen. Und wenn es mich immer mehr quält, dann schick ich nach Gransee hinein, und dann kommt Sponholz. Das heißt, wenn er gerade da ist. Ja, dieser Sponholz ist auch ein Wissender und ein ›Deuter‹. Sehr wahrscheinlich, daß es klügere und bessere gibt; aber in Ermangelung dieser besseren muß er für mich ausreichen.";667957;Dr. Sponholz
Ich glaube durch Freund Stechlin zu wissen, welche Fragen Sie seit lange beschäftigen;48945;Woldemar
Da haben wir's. Tatsache festgestellt, obwohl ich Ihren Seufzer nicht recht verstehe. Sie haben nämlich nicht den geringsten Grund dazu. Gesamtsituation umgekehrt überaus günstig.;776864;Melusine
Und ›Rex und von Czako begleiten mich‹. Ich kenne Rex nicht und kenne von Czako nicht. Wahrscheinlich Regimentskameraden.;18882;Czako
Und ›Rex und von Czako begleiten mich‹. Ich kenne Rex nicht und kenne von Czako nicht. Wahrscheinlich Regimentskameraden.;18882;Rex
"Ja, der Pyterke; natürlich immer hoch zu Roß. Und Sie, Uncke, ja, Sie müssen laufen wie 'n Landbriefträger. Es hat aber auch sein Gutes; zu Fuß macht geschmeidig, zu Pferde macht steif.";738784;Pyterke
Unser Rentmeister Fix hat recht, wenn er sagt: ›Beichte sei nichts, weil immer unaufrichtig, und es habe in Berlin – aber das sei nun freilich schon sehr, sehr lange her – einen Geistlichen gegeben, der habe den Beichtstuhl einen Satansstuhl genannt.‹ Das find ich nun offenbar übertrieben und habe mich auch in diesem Sinne zu Fix geäußert. Aber andrerseits freue ich mich doch immer aufrichtig, einem so mutig protestantischen Worte zu begegnen. ;158354;Fix
Jedenfalls wird es die Prinzessin nicht als Scheidungsgrund nehmen.;142996;E. Katzler
Du sagst, sie wird wie die Karline. Möglich is es. Aber vielleicht wird sie auch 'ne Nonne. Man kann nie wissen.;723295;Agnes
"Lizzi hat mir erzählt, hier zwischen Treptow und Stralau sei auch die ›Liebesinsel‹; da stürben immer die Liebespaare, meist mit einem Zettel in der Hand, drauf alles stünde.";277224;Lizzi
Und auch an unserm Stechlin werden Sie mutmaßlich erfahren, wie falsch Sie gerechnet haben.;141777;Woldemar
Ihr drittes Wort ist immer ihr Rentmeister Fix, und wäre sie nicht sechsundsiebzig, so erfänd ich mir eine Geschichte dazu.;90628;Fix
Woldemar ist nach England...;449803;Woldemar
"Aber, um mehr in der Nähe zu bleiben, nehmen Sie den alten Grafen. Er war freilich Botschaftsrat, und das klingt ein bißchen nach was; aber eigentlich ist er doch auch bloß ein unexaminierter Naturmensch, und das gerade gibt ihm seinen Charme. Beiläufig, finden Sie nicht auch, daß er dem alten Stechlin ähnlich sieht?";415760;Graf Barby
Er war ein sehr anständiger Mann. Beinahe zu sehr.;290576;Hofrat
So, Agnes. Das Kind von der Karline?;713116;Karline
Kann mir's denken, daß die Prinzessin etwas wie eine zu leistende Sühne darin sieht, Sühne wegen des von ihr getanen Schrittes. Alles an ihr ist ein wenig überspannt. Und doch ist es eine sehr liebenswürdige Dame.;365474;E. Katzler
Der alte Baruch! Um Gottes willen, Engelke, was will denn der? Es ist ja doch glücklicherweise nichts los. Und so ganz aus freien Stücken. Na, laß ihn kommen.;638587;Baruch
du legst zuviel Gewicht auf das, was du das Ästhetische nennst. Und Woldemar tut es leider auch. Er läßt auf seine Mark Brandenburg sonst nichts kommen, aber in diesem Punkte spricht er beinah so wie du. Wohin er blickt, überall vermißt er das Schönheitliche. Das wenige, was danach aussieht, so klagt er beständig, sei bloß Nachahmung. Aus eignem Trieb heraus würde hier nichts der Art geboren.;584902;Woldemar
Nu ja, nu ja. Das liegt aber doch zurück.;707188;Armgard
Wer wie Rex ist, kann sich das nicht gönnen. Er hat nämlich einen Verein gegründet für Frühgottesdienste, abwechselnd in Schönhausen und Finkenkrug.;89028;Rex
Ein wahres Glück, daß König Friedrich Wilhelm IV. diese jetzt etablierte Niedergangsepoche nicht mehr erlebt hat, diese Zeit des Abfalls, so recht eigentlich eine Zeit der Apokalyptischen Reiter.;412307;Friedrich Wilhelm IV.
"Czako, das ginge vielleicht noch. Aber Rex, wenn ich ihn auch nicht kenne, zu so was Feinem wie Rex paß ich nicht mehr; ich bin zu altmodisch geworden";19256;Czako
"Czako, das ginge vielleicht noch. Aber Rex, wenn ich ihn auch nicht kenne, zu so was Feinem wie Rex paß ich nicht mehr; ich bin zu altmodisch geworden";19256;Rex
Aber der Rex. Du sagst Ministerialassessor. Ist er denn von der frommen Familie?;33908;Rex
