text;id;Sprecher
Es liegt ganz in der Nähe von London und ist eine Nachmittagsfahrt, etwa wie wenn man das Mausoleum in Charlottenburg besucht oder das in der Potsdamer Friedenskirche.;488932;Woldemar
Nein, Herr Major. Herr Major wollen verzeihn, aber bei diesem Isidor is es nicht das Politische. Komme ja jeden dritten Tag hin und seh den Alten in seinem Laden und höre, was er da redt und redt. Und der Junge redt auch und redt immer ›von 's Prinzip‹. Das Prinzip is ihm aber egal. Er will bloß mogeln und den Alten an die Wand drücken. Und das ist das, was ich das Zweideutige nenne.;537025;Uncke
Nun, Engelke, was sagst du dazu?;502549;Dubslav
Zu Befehl, Herr Major;737814;Uncke
Nun, Lizzi, sprich.;217670;Melusine
Nun gut, ich will dies letztere gelten lassen, und nur was das Kandidieren meines Vaters angeht – ich denke mir, es ist noch nicht soweit, vieles kann noch dazwischenkommen, und jedenfalls wird er schwanken. Aber nehmen wir mal an, es sei, wie Sie vermuten. In diesem Falle träfe doch gerade das zu, was ich mir soeben zu sagen erlaubt habe. Mein Vater ist in jedem Anbetracht ein treuer Gesinnungsgenosse Kortschädels, und wenn er an seine Stelle tritt, was ist da verloren? Die Lage bleibt dieselbe.;66859;Woldemar
Nein, von Erschrecken, solange Susan bei mir war, war keine Rede. Sie hätte mich gegen eine Welt verteidigt.;438423;Armgard
"Und daß er so klagt, das ist das, was ich so ziemlich am meisten an ihm schätze. Du meinst, daß ich, wenn ich von der Domina spreche, zuviel Gewicht auf diese doch bloß äußerlichen Dinge lege. Glaube mir, diese Dinge sind nicht bloß äußerlich. Wer kein feines Gefühl hat, sei's in Kunst, sei's im Leben, der existiert für mich überhaupt nicht und für meine Freundschaft und Liebe nun schon ganz gewiß nicht. Da hast du mein Programm. Unser ganzer Gesellschaftszustand, der sich wunder wie hoch dünkt, ist mehr oder weniger Barbarei; Lorenzen, von dem du doch soviel hältst, hat sich ganz in diesem Sinne gegen mich ausgesprochen. Ach, wie weit voraus war uns doch die Heidenzeit, die wir jetzt so verständnislos bemängeln! Und selbst unser ›dunkles Mittelalter‹ – schönheitlich stand es höher als wir, und seine Scheiterhaufen, wenn man nicht gleich selbst an die Reihe kam, waren gar nicht so schlimm.";585300;Melusine
"Sie sind ein Zeichen von Ungehörigkeit und Verkehrtheit. Und ob du nun lachen magst oder nicht – denn an einem Strohhalm sieht man eben am besten, woher der Wind weht –, sie sind ein Zeichen davon, daß alle Vernunft aus der Welt ist und alle gesellschaftliche Scheidung immer mehr aufhört. Und das alles unterstützt du. Du denkst, wunder wie fest du bist; aber du bist nicht fest und kannst es auch nicht sein, denn du steckst in allerlei Schrullen und Eitelkeiten. Und wenn sie dir um den Bart gehn oder dich bei deinen Liebhabereien fassen, dann läßt du das, worauf es ankommt, ohne weiteres im Stich. Es soll jetzt viele solche geben, denen ihr Humor und ihre Rechthaberei viel wichtiger ist als Gläubigkeit und Apostolikum. Denn sie sind sich selber ihr Glaubensbekenntnis. Aber, glaube mir, dahinter steckt der Versucher, und wohin der am Ende führt, das weißt du – soviel wird dir ja wohl noch geblieben sein.";716582;Adelheid
Ach, Herr von Stechlin, das ist immer so. Väter sind Väter und können nie vergessen, daß die Kinder Kinder waren. Und doch hört es mal auf damit. Napoleon war mit zwanzig ein armer Leutnant und an Ansehn noch lange kein Stechlin. Und als er so alt war wie jetzt unser Woldemar, ja, da stand er schon zwischen Marengo und Austerlitz.;450196;Lorenzen
Ich werd ihm dreißig geben.;20492;Dubslav
Und da reist du herum, wenn sie den Torgelow oder den Katzenstein wählen wollen, und hältst deine Reden, wiewohl du eigentlich nicht reden kannst...;718147;Adelheid
Und außerdem ist sie grundgescheit.;777140;Czako
Na, man raus mit der Sprache. Du weißt ja, ich reiß keinem den Kopp ab. Is auch alles egal. Also für Katzenstein nich. Na, für wen denn?;406567;Dubslav
Und das lautet?;746308;Lorenzen
"Wir haben den Herrn von Stechlin, und das ist ein Glück, und es ist auch bloß eine gute halbe Meile. Die meisten andern wohnen viel zu weit, und wenn sie auch näher wohnten, sie wollen alle nicht recht; die Leute hier, mit denen wir eigentlich Umgang haben müßten, sind so diffizil und legen alles auf die Goldwaage. Das heißt, vieles legen sie nicht auf die Goldwaage, dazu reicht es bei den meisten nicht aus; nur immer die Ahnen. Und sechzehn ist das wenigste. Ja, wer hat gleich sechzehn? Gundermann ist erst geadelt, und wenn er nicht Glück gehabt hätte, so wär es gar nichts. Er hat nämlich klein angefangen, bloß mit einer Mühle; jetzt haben wir nun freilich sieben, immer den Rhin entlang, lauter Schneidemühlen, Bohlen und Bretter, einzöllig, zweizöllig und noch mehr. Und die Berliner Dielen, die sind fast alle von uns.";54891;Frau Gundermann
Gewiß, Herr von Stechlin.;359693;Lorenzen
Nein, so mein ich es ja auch nich, Herr Graf, und bin ja auch fürs Alte. Gute Herrschaft und immer denken, ›man gehört so halb wie mit dazu‹ – dafür bin ich. Und manche sollen ja auch halb mit dazu gehören... Aber ein bißchen anstrengend is es doch mitunter, und man is doch am Ende auch ein Mensch...;225003;Jeserich
Nicht absolut. Wenn ich zweifle, so gelten diese Zweifel nicht so sehr den Dingen selbst als dem Hochmaß des Glaubens daran. Daß man all diese Mittelmaßdinge für etwas Besonderes und Überlegenes und deshalb, wenn's sein kann, für etwas ewig zu Konservierendes ansieht, das ist das Schlimme. Was mal galt, soll weiter gelten, was mal gut war, soll weiter ein Gutes oder wohl gar ein Bestes sein. Das ist aber unmöglich, auch wenn alles, was keineswegs der Fall ist, einer gewissen Herrlichkeitsvorstellung entspräche... Wir haben, wenn wir rückblicken, drei große Epochen gehabt. Dessen sollen wir eingedenk sein. Die vielleicht größte, zugleich die erste, war die unter dem Soldatenkönig. Das war ein nicht genug zu preisender Mann, seiner Zeit wunderbar angepaßt und ihr zugleich voraus. Er hat nicht bloß das Königtum stabiliert, er hat auch, was viel wichtiger, die Fundamente für eine neue Zeit geschaffen und an die Stelle von Zerfahrenheit, selbstischer Vielherrschaft und Willkür Ordnung und Gerechtigkeit gesetzt. Gerechtigkeit, das war sein bester ›rocher de bronce‹.;550675;Lorenzen
"Nu ja, Woldemar. Woldemar ist gut, natürlich, und die Comtesse, seine junge Frau, is auch gut. Alles is gut, und ich hab es auch nicht so schlimm gemeint; man redt bloß so. Nur soviel is richtig: meine Sammlung oben is für Spinnweb und weiter nichts. Alles Sammeln ist überhaupt verrückt, und wenn Woldemar sich nich mehr drum kümmert, so is es eigentlich bloß Wiederherstellung von Sinn und Verstand. Jeder hat seinen Sparren, und ich habe meinen gehabt. Bring aber nich gleich alles runter. Nur die Mühle bring und den Dragoner.";726392;Dubslav
Na, Buschen, kommt man ran oder stellt Euch da ans Fenster, daß ich Euch besser sehn kann. Es ist ja schon ganz schummrig.;679891;Dubslav
Ach, gnäd'ger Herr, vor mir grault sich keine Kreatur.;689152;Dubslav
Wenn man nur bloß etwas besser aussähe...;118526;Czako
Vierundzwanzig.;62287;Frau Gundermann
Und immer glatt, Herr Major, immer glatt, ohne Schwierigkeiten.;639678;Baruch
Um Gottes willen;476648;Melusine
Cujacius... Malerprofessor. Er wird über Kunst sprechen: bitte, widersprechen Sie ihm nicht, er gerät dabei so leicht in Feuer oder in mehr als das.;476770;Melusine
Guten Morgen, Krippenstapel;106700;Dubslav
Ich bring Ihnen Besuch.;106746;Dubslav
Was Sie nicht abhielt, mein Herr Professor, den großen Gudin culbütieren zu wollen.;613934;Wrschowitz
Ja, die sind drin, aber ganz kleine. Das machen sie so, damit es nicht jeder gleich merkt, wes Geistes Kind so einer ist und wohin er eigentlich gehört. Aber ich merk es doch, auch wenn er an Kaiser Wilhelms Geburtstag mit 'ner papiernen Kornblume kommt. Also du sagst ihm, ich sei nicht da;674178;Dubslav
Und das Ihre;300621;Melusine
denn Sie sind doch der Schöpfer dieses glücklichen Moments. Aber wissen Sie, lieber Stechlin, daß ich in Ihrer Aufzählung schwedischer Herrlichkeiten etwas vermißt habe. Die Schweden haben noch eins – oder hatten es wenigstens. Und das war die schwedische Nachtigall.;300653;Melusine
Ja, Rex, das tu ich. Heut wie immer. Aber eines schickt sich nicht für alle. Der eine darf's, der andre nicht. Wenn unser Freund Stechlin sich in diese seine alte Schloßkate zurückzieht, so darf er Mensch sein, soviel er will, aber als Gardedragoner kommt er damit nicht aus. Vom alten Adam will ich nicht sprechen, das hat immer noch so 'ne Nebenbedeutung.;32294;Czako
"Papa ist nicht gut bei Wege, wieder die neuralgischen Schmerzen; aber wenn er hört, daß Sie da sind, so tut er ein übriges. Sie wissen, Sie sind sein Verzug. Man weiß immer, wenn man Verzug ist. Ich wenigstens hab es immer gewußt.";220872;Melusine
Das reicht aus. Also natürlich Tower. Nun sehen Sie, Traitors Gate, das war meine Domäne, wenn Besuch aus Deutschland kam und ich wohl oder übel den Führer machen mußte. Vieles im Tower langweilte mich, aber Traitors Gate nie, vielleicht deshalb nicht, weil es ziemlich zu Anfang liegt, so daß ich, wenn wir's erreichten, immer noch bei Frische war, nicht abgestumpft durch all die Schrecklichkeiten, die dann weiterhin folgen.;441420;Melusine
Keine Ausflüchte!;311591;Melusine
Ja, wenn es jetzt in die Kirche ginge;597770;Armgard
so hättest du recht. Aber unser Wagen ist ja schon wieder ein ganz einfacher Landauer geworden, und Woldemar und ich sind, vier Stunden nach der Trauung, schon wieder wie zwei gewöhnliche Menschen. Und sich dessen bewußt zu werden, damit kann man nicht früh genug anfangen.;597826;Armgard
Wird wohl. Aber er is doch noch lange nich so klug, wie ihr dumm seid. Habt ihr denn schon gehungert?;407045;Dubslav
"Papa läßt Ihnen sein Bedauern aussprechen, Sie nicht gleich heute mit begrüßen zu können. Er ist bei den Berchtesgadens zur Spielpartie, bei der er natürlich nicht fehlen durfte. Das ist ›Dienst‹, weit strenger als der Ihrige. Wir haben Sie nun ganz allein, und das ist auch etwas Gutes. An Besuch ist kaum zu denken; Rex war erst gestern auf eine kurze Visite hier, etwas steif und formell wie gewöhnlich, und mit Ihrem Freunde Czako haben wir letzten Sonnabend eine Stunde verplaudern können. Wrschowitz war an demselben Abend auch da; beide treffen sich jetzt öfter und vertragen sich besser, als ich bei Beginn der Bekanntschaft dachte. Wer also sollte noch kommen...? Und nun setzen Sie sich, um Ihr Reisefüllhorn über uns auszuschütten; – die Füllhörner, die jetzt Mode sind, sind meist Bonbontüten, und genau so was erwart ich auch von Ihnen. Sie sollten mir in einem Briefe von den Engländerinnen schreiben. Aber wer darüber nicht schrieb, das waren Sie, wenn wir uns auch entschließen wollen, Ihr Telegramm für voll anzusehn.";473310;Melusine
Vielleicht haben Sie uns in unsrer Eitelkeit nicht kränken wollen. Aber offen Spiel ist immer das beste. Wovon Sie nicht geschrieben, davon müssen Sie jetzt sprechen. Wie war es drüben? Ich meine mit der Schönheit.;474374;Melusine
Rex, Sie sind ja wie vertauscht und reden beinah in meinem Stil. Es ist doch merkwürdig, sowie die Menschen dies Nest, dies Berlin, erst hinter sich haben, fängt Vernunft wieder an zu sprechen.;776431;Czako
"In Ihrem Regiment, sag ich, Herr von Czako; schon sein Name bedeutet ein Programm, und dies Programm heißt: Rußland. Heutzutage darf man freilich kaum noch davon reden. Aber das ist Unsinn. Ich sage Ihnen, Hauptmann, das waren Preußens beste Tage, als da bei Potsdam herum die ›russische Kirche‹ und das ›russische Haus‹ gebaut wurden und als es immer hin- und herging zwischen Berlin und Petersburg. Ihr Regiment, Gott sei Dank, unterhält noch was von den alten Beziehungen, und ich freue mich immer, wenn ich davon lese, vor allem, wenn ein russischer Kaiser kommt und ein Doppelposten vom Regiment Alexander vor seinem Palais steht. Und noch mehr freu ich mich, wenn das Regiment Deputationen schickt: Georgsfest, Namenstag des hohen Chefs, oder wenn sich's auch bloß um Uniformabänderungen handelt, beispielsweise Klappkragen statt Stehkragen (diese verdammten Stehkragen) – und wie dann der Kaiser alle begrüßt und zur Tafel zieht und so bei sich denkt: ›Ja, ja, das sind brave Leute; da hab ich meinen Halt.";78457;Dubslav
Wollen verzeihen, Herr von Rex, wenn ich unter Anlehnung an eine neuerdings erschienene Broschüre des Oberlehrers Tucheband in Templin zu widersprechen wage. Dieser Grafschaftswinkel hier ist von mehr mecklenburgischem und uckermärkischem als brandenburgischem Charakter, und wenn wir für unsre Stechliner Kirche nach Vorbildern forschen wollen, so werden wir sie wahrscheinlich in Kloster Himmelpfort oder Gransee zu suchen haben, aber nicht in Dom Brandenburg. Ich möchte hinzusetzen dürfen, daß Oberlehrer Tuchebands Aufstellungen, soviel ich weiß, unwidersprochen geblieben sind.;116588;Krippenstapel
Krippenstapel.;341388;Lorenzen
Sehr sonderbarr;261561;Wrschowitz
"Ja, Frau Imme, was soll ich sagen, was es war; es is ja immer wieder dasselbe. Die Herrschaften können einen nich richtig unterbringen. Oder wollen auch nich. Immer wieder die Schlafstelle oder, wie manche hier sagen, die Schlafgelegenheit.";290907;Hedwig
"Und
Sie
wollen sterben. Wer so lange sprechen kann, der lebt noch zehn Jahr.";749266;Lorenzen
Der Garten hier links;150485;Woldemar
"ist der Garten der Domina, meiner Tante Adelheid; etwas primitiv, aber wundervolles Obst. Und hier gleich rechts, da bauen die Stiftsdamen ihren Dill und ihren Meiran. Es sind aber nur ihrer vier, und wenn welche gestorben sind – aber sie sterben selten –, so sind es noch weniger.";150526;Woldemar
Gewiß. Aber es gibt der Deuter so viele.;667652;E. Katzler
Rokoko hat immer eine Geschichte;28769;Rex
"Aber hundert Jahr zurück. Was jetzt hier haust, sieht mir, Gott sei Dank, nicht danach aus. Ein bißchen Spuk trau ich diesem alten Kasten allerdings schon zu; aber keine Rokokogeschichte. Rokoko ist doch immer unsittlich. Wie gefällt Ihnen übrigens der Alte?";28821;Rex
"Was verlangt ihr? Es ist umgekehrt ein sehr gutes Telegramm, weil ein richtiges Telegramm; Richmond, Windsor, Nelsonsäule. Soll er etwa telegraphieren, daß er sich sehnt, uns wiederzusehn? Und das wird er nicht einmal können, so riesig verwöhnt er jetzt ist. Ihr werdet euch alle sehr zusammennehmen müssen. Auch du, Melusine.";472685;Graf Barby
Ein respektables Alter. Und ich muß sagen, wohl konserviert.;154752;Czako
Natürlich, und zwar das siebente. Bei sieben (freilich müssen es Jungens sein) darf man, glaub ich, den Kaiser zu Gevatter laden. Übrigens sind mehrere bereits tot, und alles in allem ist es wohl möglich, daß sich Ermyntrud über das beständige ›bloß Mädchen‹ allerlei Sorgen und Gedanken macht.;365160;Dubslav
Und so schlag ich denn vor;314916;Baronin Berchtesgaden
daß wir den mit dem C, dessen Name mir übrigens noch einfallen wird, vorläufig absetzen und statt seiner den neuen mit dem D leben lassen. Und natürlich unsern Lorenzen dazu.;314965;Baronin Berchtesgaden
"Versteht sich, lieber Gundermann. Was ich da gesagt habe... Wenn ich das Gegenteil gesagt hätte, wäre es ebenso richtig. Der Teufel is nich so schwarz, wie er gemalt wird, und die Telegraphie auch nicht, und wir auch nicht. Schließlich ist es doch was Großes, diese Naturwissenschaften, dieser elektrische Strom, tipp, tipp, tipp, und wenn uns daran läge (aber uns liegt nichts daran), so könnten wir den Kaiser von China wissen lassen, daß wir hier versammelt sind und seiner gedacht haben. Und dabei diese merkwürdigen Verschiebungen in Zeit und Stunde. Beinahe komisch. Als Anno siebzig die Pariser Septemberrevolution ausbrach, wußte man's in Amerika drüben um ein paar Stunden früher, als die Revolution überhaupt da war. Ich sagte: Septemberrevolution. Es kann aber auch 'ne andre gewesen sein; sie haben da so viele, daß man sie leicht verwechselt. Eine war im Juni, 'ne andre war im Juli – wer nich ein Bombengedächtnis hat, muß da notwendig reinfallen... Engelke, präsentiere der gnäd'gen Frau den Fisch noch mal. Und vielleicht nimmt auch Herr von Czako...";42110;Dubslav
